month,town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price
2017-01,PASIR RIS,3 ROOM,5,CHANGI VILLAGE RD,04 TO 06,66,Improved,1981,63 years 06 months,286000
2017-01,PASIR RIS,4 ROOM,753,PASIR RIS ST 71,01 TO 03,105,Model A,1996,78 years 10 months,368000
2017-01,PASIR RIS,4 ROOM,753,PASIR RIS ST 71,01 TO 03,105,Model A,1996,78 years 10 months,368000
2017-01,PASIR RIS,4 ROOM,743,PASIR RIS ST 71,01 TO 03,104,Model A,1996,78 years 08 months,377000
2017-01,PASIR RIS,4 ROOM,109,PASIR RIS ST 11,04 TO 06,103,Model A,1990,72 years 08 months,380000
2017-01,PASIR RIS,4 ROOM,632,PASIR RIS DR 3,10 TO 12,104,Model A,1995,77 years 08 months,385000
2017-01,PASIR RIS,4 ROOM,742,PASIR RIS ST 71,04 TO 06,104,Model A,1996,78 years 08 months,385000
2017-01,PASIR RIS,4 ROOM,473,PASIR RIS DR 6,01 TO 03,103,Model A,1989,71 years 06 months,388000
2017-01,PASIR RIS,4 ROOM,121,PASIR RIS ST 11,04 TO 06,105,Model A,1989,71 years 03 months,390000
2017-01,PASIR RIS,4 ROOM,773,PASIR RIS ST 71,10 TO 12,104,Model A,1996,78 years 07 months,398000
2017-01,PASIR RIS,4 ROOM,474,PASIR RIS DR 6,04 TO 06,103,Model A,1989,71 years 11 months,400000
2017-01,PASIR RIS,4 ROOM,121,PASIR RIS ST 11,10 TO 12,103,Model A,1989,71 years 03 months,405000
2017-01,PASIR RIS,4 ROOM,124,PASIR RIS ST 11,07 TO 09,113,Model A,1989,71 years 02 months,406000
2017-01,PASIR RIS,4 ROOM,215,PASIR RIS ST 21,04 TO 06,108,Model A,1993,75 years 07 months,406000
2017-01,PASIR RIS,4 ROOM,484,PASIR RIS DR 4,07 TO 09,104,Model A,1992,74 years 11 months,410000
2017-01,PASIR RIS,4 ROOM,185,PASIR RIS ST 11,07 TO 09,106,Model A,1993,75 years 07 months,420000
2017-01,PASIR RIS,4 ROOM,570,PASIR RIS ST 53,07 TO 09,108,Model A,1995,77 years 09 months,420000
2017-01,PASIR RIS,4 ROOM,701,PASIR RIS DR 10,13 TO 15,111,Model A,1996,78 years,430000
2017-01,PASIR RIS,4 ROOM,416,PASIR RIS DR 6,07 TO 09,105,Model A,1989,71 years 11 months,432000
2017-01,PASIR RIS,4 ROOM,519,PASIR RIS ST 52,13 TO 15,108,Model A,1993,75 years 11 months,450000
2017-01,PASIR RIS,5 ROOM,198,PASIR RIS ST 12,01 TO 03,124,Improved,1993,75 years 08 months,430000
2017-01,PASIR RIS,5 ROOM,564,PASIR RIS ST 51,04 TO 06,123,Improved,1992,74 years 11 months,440000
2017-01,PASIR RIS,5 ROOM,109,PASIR RIS ST 11,04 TO 06,120,Improved,1990,72 years 08 months,445000
2017-01,PASIR RIS,5 ROOM,231,PASIR RIS DR 4,04 TO 06,126,Improved,1993,75 years 06 months,450000
2017-01,PASIR RIS,5 ROOM,720,PASIR RIS ST 72,04 TO 06,126,Improved,1996,78 years 06 months,465000
2017-01,PASIR RIS,5 ROOM,747,PASIR RIS ST 71,04 TO 06,127,Improved,1996,78 years 10 months,473000
2017-01,PASIR RIS,5 ROOM,520,PASIR RIS ST 52,04 TO 06,127,Improved,1993,75 years 11 months,482000
2017-01,PASIR RIS,5 ROOM,515,PASIR RIS ST 52,04 TO 06,125,Improved,1993,75 years 11 months,485000
2017-01,PASIR RIS,5 ROOM,633,PASIR RIS DR 3,10 TO 12,121,Improved,1995,77 years 04 months,488000
2017-01,PASIR RIS,5 ROOM,199,PASIR RIS ST 12,10 TO 12,123,Improved,1993,75 years 08 months,490000
2017-01,PASIR RIS,5 ROOM,553,PASIR RIS ST 51,07 TO 09,121,Improved,1992,74 years 11 months,501000
2017-01,PASIR RIS,5 ROOM,514,PASIR RIS ST 52,07 TO 09,128,Improved,1993,75 years 11 months,521000
2017-01,PASIR RIS,5 ROOM,419,PASIR RIS DR 6,10 TO 12,131,Improved,1989,71 years 05 months,545000
2017-01,PASIR RIS,EXECUTIVE,239,PASIR RIS ST 21,10 TO 12,147,Apartment,1993,75 years 07 months,552888
2017-01,PASIR RIS,EXECUTIVE,116,PASIR RIS ST 11,01 TO 03,155,Maisonette,1989,71 years,598000
2017-01,PASIR RIS,EXECUTIVE,237,PASIR RIS ST 21,10 TO 12,161,Apartment,1993,75 years 06 months,600000
2017-01,PASIR RIS,EXECUTIVE,108,PASIR RIS ST 12,10 TO 12,146,Maisonette,1988,70 years 08 months,638000
2017-01,PASIR RIS,EXECUTIVE,531,PASIR RIS DR 1,04 TO 06,165,Maisonette,1992,74 years 11 months,728000
2017-02,PASIR RIS,4 ROOM,560,PASIR RIS ST 51,07 TO 09,105,Model A,1993,75 years 07 months,375000
2017-02,PASIR RIS,4 ROOM,768,PASIR RIS ST 71,01 TO 03,104,Model A,1996,78 years 06 months,385000
2017-02,PASIR RIS,4 ROOM,723,PASIR RIS ST 72,01 TO 03,111,Model A,1996,78 years 06 months,395000
2017-02,PASIR RIS,4 ROOM,115,PASIR RIS ST 11,10 TO 12,103,Model A,1989,71 years 01 month,400000
2017-02,PASIR RIS,4 ROOM,411,PASIR RIS DR 6,01 TO 03,106,Model A,1990,71 years 11 months,403000
2017-02,PASIR RIS,4 ROOM,476,PASIR RIS DR 6,01 TO 03,110,Model A,1989,71 years 09 months,425000
2017-02,PASIR RIS,4 ROOM,416,PASIR RIS DR 6,07 TO 09,105,Model A,1989,71 years 10 months,435000
2017-02,PASIR RIS,4 ROOM,574,PASIR RIS ST 53,04 TO 06,113,Model A,1995,77 years 08 months,450000
2017-02,PASIR RIS,5 ROOM,754,PASIR RIS ST 71,07 TO 09,126,Improved,1996,78 years 11 months,420000
2017-02,PASIR RIS,5 ROOM,760,PASIR RIS ST 71,07 TO 09,128,Improved,1996,78 years 07 months,437000
2017-02,PASIR RIS,5 ROOM,146,PASIR RIS ST 11,01 TO 03,127,Improved,1995,76 years 11 months,440000
2017-02,PASIR RIS,5 ROOM,553,PASIR RIS ST 51,01 TO 03,123,Improved,1992,74 years 10 months,445000
2017-02,PASIR RIS,5 ROOM,553,PASIR RIS ST 51,04 TO 06,123,Improved,1992,74 years 10 months,450000
2017-02,PASIR RIS,5 ROOM,634,PASIR RIS DR 1,04 TO 06,122,Improved,1995,77 years 05 months,465000
2017-02,PASIR RIS,5 ROOM,417,PASIR RIS DR 6,01 TO 03,122,Improved,1990,71 years 11 months,465000
2017-02,PASIR RIS,5 ROOM,273,PASIR RIS ST 21,07 TO 09,126,Improved,1994,76 years 02 months,475000
2017-02,PASIR RIS,5 ROOM,185,PASIR RIS ST 11,10 TO 12,126,Improved,1993,75 years 05 months,478000
2017-02,PASIR RIS,5 ROOM,746,PASIR RIS ST 71,07 TO 09,126,Improved,1996,78 years 09 months,482000
2017-02,PASIR RIS,EXECUTIVE,644,PASIR RIS DR 10,01 TO 03,143,Apartment,1995,77 years 08 months,505000
2017-02,PASIR RIS,EXECUTIVE,267,PASIR RIS ST 21,01 TO 03,148,Apartment,1994,76 years 08 months,505000
2017-02,PASIR RIS,EXECUTIVE,710,PASIR RIS ST 72,04 TO 06,146,Apartment,1996,78 years 04 months,530000
2017-02,PASIR RIS,EXECUTIVE,203,PASIR RIS ST 21,07 TO 09,146,Apartment,1993,75 years 09 months,542000
2017-02,PASIR RIS,EXECUTIVE,651,PASIR RIS DR 10,10 TO 12,149,Apartment,1995,77 years 07 months,550000
2017-02,PASIR RIS,EXECUTIVE,246,PASIR RIS ST 21,10 TO 12,148,Apartment,1993,75 years 05 months,561000
2017-02,PASIR RIS,EXECUTIVE,456,PASIR RIS DR 4,07 TO 09,149,Apartment,1992,74 years 10 months,583000
2017-02,PASIR RIS,EXECUTIVE,101,PASIR RIS ST 12,04 TO 06,146,Maisonette,1988,70 years 09 months,588000
2017-02,PASIR RIS,EXECUTIVE,544,PASIR RIS ST 51,10 TO 12,143,Apartment,1992,74 years 10 months,618000
2017-02,PASIR RIS,EXECUTIVE,448,PASIR RIS DR 6,07 TO 09,154,Maisonette,1989,71 years 10 months,658000
2017-02,PASIR RIS,EXECUTIVE,779,PASIR RIS ST 71,13 TO 15,144,Apartment,1996,78 years 06 months,670000
2017-02,PASIR RIS,EXECUTIVE,604,ELIAS RD,07 TO 09,150,Apartment,1995,77 years 01 month,690000
2017-03,PASIR RIS,4 ROOM,427,PASIR RIS DR 6,07 TO 09,84,Simplified,1988,70 years 07 months,365000
2017-03,PASIR RIS,4 ROOM,142,PASIR RIS ST 11,07 TO 09,108,Model A,1994,76 years 02 months,370000
2017-03,PASIR RIS,4 ROOM,104,PASIR RIS ST 12,01 TO 03,104,Model A,1989,71 years 02 months,370000
2017-03,PASIR RIS,4 ROOM,751,PASIR RIS ST 71,04 TO 06,105,Model A,1996,78 years 08 months,370000
2017-03,PASIR RIS,4 ROOM,426,PASIR RIS DR 6,04 TO 06,84,Simplified,1988,70 years 07 months,375000
2017-03,PASIR RIS,4 ROOM,742,PASIR RIS ST 71,01 TO 03,104,Model A,1996,78 years 06 months,377000
2017-03,PASIR RIS,4 ROOM,514,PASIR RIS ST 52,01 TO 03,106,Model A,1993,75 years 09 months,378000
2017-03,PASIR RIS,4 ROOM,118,PASIR RIS ST 11,01 TO 03,106,Model A,1989,71 years 04 months,380000
2017-03,PASIR RIS,4 ROOM,227,PASIR RIS ST 21,01 TO 03,105,Model A,1993,75 years 05 months,380000
2017-03,PASIR RIS,4 ROOM,257,PASIR RIS ST 21,01 TO 03,106,Model A,1993,75 years 09 months,380000
2017-03,PASIR RIS,4 ROOM,753,PASIR RIS ST 71,04 TO 06,105,Model A,1996,78 years 08 months,380000
2017-03,PASIR RIS,4 ROOM,634,PASIR RIS DR 1,10 TO 12,104,Model A,1995,77 years 04 months,382000
2017-03,PASIR RIS,4 ROOM,126,PASIR RIS ST 11,04 TO 06,106,Model A,1989,71 years 03 months,388000
2017-03,PASIR RIS,4 ROOM,126,PASIR RIS ST 11,04 TO 06,105,Model A,1989,71 years 03 months,389000
2017-03,PASIR RIS,4 ROOM,127,PASIR RIS ST 11,04 TO 06,106,Model A,1989,71 years 03 months,390000
2017-03,PASIR RIS,4 ROOM,119,PASIR RIS ST 11,01 TO 03,105,Model A,1989,71 years 04 months,395000
2017-03,PASIR RIS,4 ROOM,481,PASIR RIS DR 4,04 TO 06,105,Model A,1992,74 years 09 months,400000
2017-03,PASIR RIS,4 ROOM,520,PASIR RIS ST 52,04 TO 06,106,Model A,1993,75 years 09 months,400000
2017-03,PASIR RIS,4 ROOM,196,PASIR RIS ST 12,07 TO 09,106,Model A,1993,75 years 06 months,400000
2017-03,PASIR RIS,4 ROOM,213,PASIR RIS ST 21,04 TO 06,106,Model A,1993,75 years 04 months,400888
2017-03,PASIR RIS,4 ROOM,610,ELIAS RD,04 TO 06,111,Model A,1995,77 years 04 months,402000
2017-03,PASIR RIS,4 ROOM,117,PASIR RIS ST 11,10 TO 12,103,Model A,1990,72 years,406000
2017-03,PASIR RIS,4 ROOM,473,PASIR RIS DR 6,04 TO 06,103,Model A,1989,71 years 04 months,407000
2017-03,PASIR RIS,4 ROOM,741,PASIR RIS ST 71,10 TO 12,104,Model A,1996,78 years 06 months,409000
2017-03,PASIR RIS,4 ROOM,483,PASIR RIS DR 4,10 TO 12,103,Model A,1989,71 years 05 months,428000
2017-03,PASIR RIS,4 ROOM,572,PASIR RIS ST 53,07 TO 09,112,Model A,1995,77 years 07 months,457000
2017-03,PASIR RIS,4 ROOM,573,PASIR RIS ST 53,13 TO 15,113,Model A,1995,77 years 07 months,537000
2017-03,PASIR RIS,5 ROOM,144,PASIR RIS ST 11,01 TO 03,126,Improved,1994,76 years 01 month,430000
2017-03,PASIR RIS,5 ROOM,149,PASIR RIS ST 13,01 TO 03,134,Model A,1995,76 years 11 months,437000
2017-03,PASIR RIS,5 ROOM,636,PASIR RIS DR 1,04 TO 06,123,Improved,1995,77 years 01 month,450000
2017-03,PASIR RIS,5 ROOM,557,PASIR RIS ST 51,07 TO 09,123,Improved,1993,75 years 05 months,450000
2017-03,PASIR RIS,5 ROOM,769,PASIR RIS ST 71,10 TO 12,128,Improved,1996,78 years 05 months,455000
2017-03,PASIR RIS,5 ROOM,764,PASIR RIS ST 71,10 TO 12,126,Improved,1996,78 years 04 months,455000
2017-03,PASIR RIS,5 ROOM,109,PASIR RIS ST 11,04 TO 06,120,Improved,1990,72 years 06 months,459000
2017-03,PASIR RIS,5 ROOM,232,PASIR RIS DR 4,04 TO 06,128,Improved,1993,75 years 04 months,465000
2017-03,PASIR RIS,5 ROOM,763,PASIR RIS ST 71,07 TO 09,126,Improved,1996,78 years 06 months,465000
2017-03,PASIR RIS,5 ROOM,750,PASIR RIS ST 71,07 TO 09,128,Improved,1996,78 years 08 months,468000
2017-03,PASIR RIS,5 ROOM,553,PASIR RIS ST 51,10 TO 12,121,Improved,1992,74 years 09 months,470000
2017-03,PASIR RIS,5 ROOM,770,PASIR RIS ST 71,07 TO 09,125,Improved,1996,78 years 05 months,473000
2017-03,PASIR RIS,5 ROOM,467,PASIR RIS DR 6,04 TO 06,123,Improved,1989,71 years 03 months,475000
2017-03,PASIR RIS,5 ROOM,554,PASIR RIS ST 51,04 TO 06,121,Improved,1992,74 years 09 months,475000
2017-03,PASIR RIS,5 ROOM,188,PASIR RIS ST 12,07 TO 09,123,Improved,1993,75 years 06 months,475000
2017-03,PASIR RIS,5 ROOM,191,PASIR RIS ST 12,10 TO 12,128,Improved,1993,75 years 06 months,475000
2017-03,PASIR RIS,5 ROOM,741,PASIR RIS ST 71,13 TO 15,127,Improved,1996,78 years 06 months,475000
2017-03,PASIR RIS,5 ROOM,428,PASIR RIS DR 6,04 TO 06,123,Improved,1990,71 years 10 months,480000
2017-03,PASIR RIS,5 ROOM,199,PASIR RIS ST 12,07 TO 09,126,Improved,1993,75 years 06 months,480000
2017-03,PASIR RIS,5 ROOM,273,PASIR RIS ST 21,04 TO 06,126,Improved,1994,76 years 01 month,480000
2017-03,PASIR RIS,5 ROOM,188,PASIR RIS ST 12,10 TO 12,123,Improved,1993,75 years 06 months,485000
2017-03,PASIR RIS,5 ROOM,630,PASIR RIS DR 3,07 TO 09,122,Improved,1995,77 years 02 months,488000
2017-03,PASIR RIS,5 ROOM,104,PASIR RIS ST 12,01 TO 03,122,Improved,1989,71 years 01 month,488000
2017-03,PASIR RIS,5 ROOM,195,PASIR RIS ST 12,10 TO 12,126,Improved,1993,75 years 06 months,490000
2017-03,PASIR RIS,5 ROOM,552,PASIR RIS ST 51,04 TO 06,121,Improved,1992,74 years 08 months,490000
2017-03,PASIR RIS,5 ROOM,227,PASIR RIS ST 21,04 TO 06,124,Improved,1993,75 years 04 months,495000
2017-03,PASIR RIS,5 ROOM,115,PASIR RIS ST 11,07 TO 09,132,Improved,1989,71 years,500000
2017-03,PASIR RIS,5 ROOM,562,PASIR RIS ST 51,04 TO 06,123,Improved,1993,75 years 06 months,500000
2017-03,PASIR RIS,5 ROOM,613,ELIAS RD,10 TO 12,134,Model A,1996,78 years 04 months,510000
2017-03,PASIR RIS,5 ROOM,555,PASIR RIS ST 51,10 TO 12,121,Improved,1992,74 years 09 months,516000
2017-03,PASIR RIS,5 ROOM,571,PASIR RIS ST 53,07 TO 09,126,Improved,1995,77 years 07 months,520000
2017-03,PASIR RIS,5 ROOM,750,PASIR RIS ST 71,07 TO 09,128,Improved,1996,78 years 08 months,468000
2017-03,PASIR RIS,EXECUTIVE,251,PASIR RIS ST 21,04 TO 06,150,Apartment,1993,75 years 04 months,520000
2017-03,PASIR RIS,EXECUTIVE,156,PASIR RIS ST 13,01 TO 03,147,Apartment,1995,76 years 11 months,530000
2017-03,PASIR RIS,EXECUTIVE,219,PASIR RIS ST 21,10 TO 12,150,Apartment,1993,75 years 05 months,532500
2017-03,PASIR RIS,EXECUTIVE,208,PASIR RIS ST 21,01 TO 03,149,Apartment,1993,75 years 06 months,538500
2017-03,PASIR RIS,EXECUTIVE,220,PASIR RIS ST 21,07 TO 09,148,Apartment,1993,75 years 04 months,545000
2017-03,PASIR RIS,EXECUTIVE,224,PASIR RIS ST 21,07 TO 09,148,Apartment,1993,75 years 04 months,545000
2017-03,PASIR RIS,EXECUTIVE,245,PASIR RIS ST 21,13 TO 15,148,Apartment,1993,75 years 05 months,570000
2017-03,PASIR RIS,EXECUTIVE,456,PASIR RIS DR 4,10 TO 12,142,Apartment,1992,74 years 09 months,595000
2017-03,PASIR RIS,EXECUTIVE,604,ELIAS RD,04 TO 06,154,Apartment,1995,77 years,600000
2017-03,PASIR RIS,EXECUTIVE,101,PASIR RIS ST 12,04 TO 06,146,Maisonette,1988,70 years 08 months,600000
2017-03,PASIR RIS,EXECUTIVE,651,PASIR RIS DR 10,10 TO 12,146,Apartment,1995,77 years 06 months,618000
2017-03,PASIR RIS,EXECUTIVE,500,PASIR RIS ST 52,07 TO 09,144,Apartment,1993,75 years 09 months,620000
2017-03,PASIR RIS,EXECUTIVE,607,ELIAS RD,01 TO 03,154,Apartment,1995,77 years 04 months,643000
2017-03,PASIR RIS,EXECUTIVE,646,PASIR RIS DR 10,13 TO 15,145,Apartment,1995,77 years 06 months,646000
2017-03,PASIR RIS,EXECUTIVE,413,PASIR RIS DR 6,01 TO 03,146,Maisonette,1989,71 years 08 months,658000
2017-03,PASIR RIS,EXECUTIVE,778,PASIR RIS ST 71,13 TO 15,143,Apartment,1996,78 years 05 months,668000
2017-03,PASIR RIS,EXECUTIVE,422,PASIR RIS DR 6,10 TO 12,151,Maisonette,1989,71 years 07 months,690000
2017-03,PASIR RIS,EXECUTIVE,505,PASIR RIS ST 52,13 TO 15,146,Apartment,1993,75 years 06 months,700000
2017-03,PASIR RIS,EXECUTIVE,534,PASIR RIS DR 1,10 TO 12,144,Apartment,1992,74 years 09 months,710000
2017-03,PASIR RIS,EXECUTIVE,422,PASIR RIS DR 6,07 TO 09,153,Maisonette,1989,71 years 07 months,722000
2017-03,PASIR RIS,EXECUTIVE,533,PASIR RIS DR 1,07 TO 09,145,Apartment,1992,74 years 09 months,738000
2017-04,PASIR RIS,3 ROOM,4,CHANGI VILLAGE RD,01 TO 03,66,Improved,1980,62 years 03 months,320000
2017-04,PASIR RIS,4 ROOM,560,PASIR RIS ST 51,01 TO 03,110,Model A,1993,75 years 06 months,311000
2017-04,PASIR RIS,4 ROOM,755,PASIR RIS ST 71,01 TO 03,104,Model A,1996,78 years 07 months,365000
2017-04,PASIR RIS,4 ROOM,755,PASIR RIS ST 71,01 TO 03,105,Model A,1996,78 years 07 months,365000
2017-04,PASIR RIS,4 ROOM,760,PASIR RIS ST 71,07 TO 09,105,Model A,1996,78 years 05 months,365000
2017-04,PASIR RIS,4 ROOM,105,PASIR RIS ST 12,01 TO 03,103,Model A,1989,70 years 11 months,370000
2017-04,PASIR RIS,4 ROOM,256,PASIR RIS ST 21,01 TO 03,108,Model A,1993,75 years 08 months,375000
2017-04,PASIR RIS,4 ROOM,741,PASIR RIS ST 71,01 TO 03,104,Model A,1996,78 years 05 months,375000
2017-04,PASIR RIS,4 ROOM,639,PASIR RIS DR 1,04 TO 06,104,Model A,1995,77 years 03 months,378000
2017-04,PASIR RIS,4 ROOM,738,PASIR RIS DR 10,01 TO 03,104,Model A,1996,78 years 03 months,380000
2017-04,PASIR RIS,4 ROOM,763,PASIR RIS ST 71,07 TO 09,104,Model A,1996,78 years 05 months,385000
2017-04,PASIR RIS,4 ROOM,115,PASIR RIS ST 11,01 TO 03,106,Model A,1989,70 years 11 months,385000
2017-04,PASIR RIS,4 ROOM,635,PASIR RIS DR 1,07 TO 09,104,Model A,1995,77 years 03 months,385888
2017-04,PASIR RIS,4 ROOM,635,PASIR RIS DR 1,07 TO 09,104,Model A,1995,77 years 03 months,388000
2017-04,PASIR RIS,4 ROOM,756,PASIR RIS ST 71,07 TO 09,104,Model A,1996,78 years 07 months,388888
2017-04,PASIR RIS,4 ROOM,639,PASIR RIS DR 1,10 TO 12,104,Model A,1995,77 years 03 months,390000
2017-04,PASIR RIS,4 ROOM,759,PASIR RIS ST 71,07 TO 09,104,Model A,1996,78 years 07 months,390000
2017-04,PASIR RIS,4 ROOM,411,PASIR RIS DR 6,01 TO 03,106,Model A,1990,71 years 09 months,395000
2017-04,PASIR RIS,4 ROOM,253,PASIR RIS ST 21,04 TO 06,107,Model A,1993,75 years 08 months,395000
2017-04,PASIR RIS,4 ROOM,560,PASIR RIS ST 51,07 TO 09,105,Model A,1993,75 years 05 months,397000
2017-04,PASIR RIS,4 ROOM,748,PASIR RIS ST 71,01 TO 03,106,Model A,1996,78 years 07 months,405000
2017-04,PASIR RIS,4 ROOM,750,PASIR RIS ST 71,07 TO 09,104,Model A,1996,78 years 07 months,405000
2017-04,PASIR RIS,4 ROOM,768,PASIR RIS ST 71,04 TO 06,107,Model A,1996,78 years 04 months,405000
2017-04,PASIR RIS,4 ROOM,754,PASIR RIS ST 71,10 TO 12,106,Model A,1996,78 years 07 months,410000
2017-04,PASIR RIS,4 ROOM,151,PASIR RIS ST 13,07 TO 09,117,Model A,1995,76 years 10 months,410000
2017-04,PASIR RIS,4 ROOM,757,PASIR RIS ST 71,13 TO 15,106,Model A,1996,78 years 08 months,413000
2017-04,PASIR RIS,4 ROOM,113,PASIR RIS ST 11,10 TO 12,106,Model A,1990,72 years,430000
2017-04,PASIR RIS,4 ROOM,211,PASIR RIS ST 21,07 TO 09,107,Model A,1993,75 years 03 months,441800
2017-04,PASIR RIS,5 ROOM,231,PASIR RIS DR 4,01 TO 03,127,Improved,1993,75 years 03 months,440000
2017-04,PASIR RIS,5 ROOM,555,PASIR RIS ST 51,04 TO 06,123,Improved,1992,74 years 09 months,442000
2017-04,PASIR RIS,5 ROOM,706,PASIR RIS DR 10,04 TO 06,124,Improved,1996,77 years 09 months,460000
2017-04,PASIR RIS,5 ROOM,215,PASIR RIS ST 21,07 TO 09,126,Improved,1993,75 years 03 months,465000
2017-04,PASIR RIS,5 ROOM,635,PASIR RIS DR 1,01 TO 03,123,Improved,1995,77 years 03 months,465000
2017-04,PASIR RIS,5 ROOM,630,PASIR RIS DR 3,07 TO 09,121,Improved,1995,77 years 02 months,466000
2017-04,PASIR RIS,5 ROOM,180,PASIR RIS ST 11,01 TO 03,128,Improved,1993,75 years 03 months,466000
2017-04,PASIR RIS,5 ROOM,638,PASIR RIS DR 1,07 TO 09,123,Improved,1995,77 years 01 month,468000
2017-04,PASIR RIS,5 ROOM,191,PASIR RIS ST 12,10 TO 12,131,Model A,1993,75 years 05 months,475000
2017-04,PASIR RIS,5 ROOM,552,PASIR RIS ST 51,07 TO 09,121,Improved,1992,74 years 08 months,475000
2017-04,PASIR RIS,5 ROOM,636,PASIR RIS DR 1,04 TO 06,121,Improved,1995,77 years,478000
2017-04,PASIR RIS,5 ROOM,631,PASIR RIS DR 3,10 TO 12,120,Improved,1995,77 years 03 months,485000
2017-04,PASIR RIS,5 ROOM,639,PASIR RIS DR 1,10 TO 12,122,Improved,1995,77 years 04 months,486888
2017-04,PASIR RIS,5 ROOM,771,PASIR RIS ST 71,07 TO 09,129,Improved,1996,78 years 04 months,490000
2017-04,PASIR RIS,5 ROOM,417,PASIR RIS DR 6,07 TO 09,122,Improved,1990,71 years 09 months,500000
2017-04,PASIR RIS,5 ROOM,615,ELIAS RD,07 TO 09,134,Model A,1996,78 years 04 months,508000
2017-04,PASIR RIS,5 ROOM,212,PASIR RIS ST 21,07 TO 09,132,Model A,1993,75 years 04 months,520000
2017-04,PASIR RIS,5 ROOM,753,PASIR RIS ST 71,07 TO 09,126,Improved,1996,78 years 08 months,545000
2017-04,PASIR RIS,5 ROOM,638,PASIR RIS DR 1,07 TO 09,123,Improved,1995,77 years 01 month,468000
2017-04,PASIR RIS,EXECUTIVE,224,PASIR RIS ST 21,01 TO 03,148,Apartment,1993,75 years 03 months,470500
2017-04,PASIR RIS,EXECUTIVE,268,PASIR RIS ST 21,01 TO 03,145,Apartment,1994,76 years 06 months,515000
2017-04,PASIR RIS,EXECUTIVE,269,PASIR RIS ST 21,04 TO 06,144,Apartment,1994,76 years 06 months,523000
2017-04,PASIR RIS,EXECUTIVE,246,PASIR RIS ST 21,07 TO 09,147,Apartment,1993,75 years 04 months,540000
2017-04,PASIR RIS,EXECUTIVE,224,PASIR RIS ST 21,07 TO 09,149,Apartment,1993,75 years 03 months,545000
2017-04,PASIR RIS,EXECUTIVE,648,PASIR RIS DR 10,07 TO 09,145,Apartment,1995,77 years 04 months,553000
2017-04,PASIR RIS,EXECUTIVE,158,PASIR RIS ST 13,04 TO 06,149,Apartment,1995,76 years 10 months,585000
2017-04,PASIR RIS,EXECUTIVE,504,PASIR RIS ST 52,07 TO 09,144,Apartment,1993,75 years 05 months,618000
2017-04,PASIR RIS,EXECUTIVE,780,PASIR RIS ST 71,04 TO 06,143,Apartment,1996,78 years 04 months,630000
2017-04,PASIR RIS,EXECUTIVE,782,PASIR RIS ST 71,04 TO 06,143,Apartment,1996,78 years 04 months,636000
2017-04,PASIR RIS,EXECUTIVE,609,ELIAS RD,01 TO 03,149,Apartment,1995,77 years 04 months,640000
2017-04,PASIR RIS,EXECUTIVE,778,PASIR RIS ST 71,07 TO 09,143,Apartment,1996,78 years 04 months,650000
2017-04,PASIR RIS,EXECUTIVE,583,PASIR RIS ST 53,04 TO 06,145,Apartment,1995,77 years 07 months,668000
2017-04,PASIR RIS,EXECUTIVE,454,PASIR RIS DR 6,04 TO 06,146,Maisonette,1989,71 years 07 months,690000
2017-04,PASIR RIS,EXECUTIVE,408,PASIR RIS DR 6,04 TO 06,145,Maisonette,1990,72 years,700000
2017-04,PASIR RIS,EXECUTIVE,422,PASIR RIS DR 6,10 TO 12,155,Maisonette,1989,71 years 06 months,722000
2017-05,PASIR RIS,4 ROOM,149,PASIR RIS ST 13,04 TO 06,105,Model A,1995,76 years 09 months,360000
2017-05,PASIR RIS,4 ROOM,107,PASIR RIS ST 12,07 TO 09,103,Model A,1989,70 years 08 months,370100
2017-05,PASIR RIS,4 ROOM,742,PASIR RIS ST 71,01 TO 03,104,Model A,1996,78 years 04 months,377000
2017-05,PASIR RIS,4 ROOM,765,PASIR RIS ST 71,01 TO 03,107,Model A,1996,78 years 01 month,378000
2017-05,PASIR RIS,4 ROOM,771,PASIR RIS ST 71,07 TO 09,104,Model A,1996,78 years 03 months,379000
2017-05,PASIR RIS,4 ROOM,115,PASIR RIS ST 11,10 TO 12,103,Model A,1989,70 years 10 months,380000
2017-05,PASIR RIS,4 ROOM,559,PASIR RIS ST 51,04 TO 06,104,Model A,1993,75 years 02 months,380000
2017-05,PASIR RIS,4 ROOM,633,PASIR RIS DR 3,04 TO 06,104,Model A,1995,77 years,390000
2017-05,PASIR RIS,4 ROOM,767,PASIR RIS ST 71,10 TO 12,105,Model A,1996,78 years 05 months,390000
2017-05,PASIR RIS,4 ROOM,641,PASIR RIS DR 1,04 TO 06,104,Model A,1995,77 years 02 months,400000
2017-05,PASIR RIS,4 ROOM,429,PASIR RIS DR 6,04 TO 06,102,Model A,1990,71 years 09 months,400000
2017-05,PASIR RIS,4 ROOM,104,PASIR RIS ST 12,07 TO 09,108,Model A,1989,70 years 11 months,405000
2017-05,PASIR RIS,4 ROOM,627,PASIR RIS DR 3,04 TO 06,104,Model A,1995,77 years 02 months,408888
2017-05,PASIR RIS,4 ROOM,775,PASIR RIS ST 71,07 TO 09,107,Model A,1996,78 years 04 months,410000
2017-05,PASIR RIS,4 ROOM,769,PASIR RIS ST 71,13 TO 15,107,Model A,1996,78 years 03 months,415000
